1,490,3,0,,0,0,7,0,10,6,0,0,0,4,0,0,0,0
1,2,13,0,,34,0,7,7,0,0,0,0,0,0,0,0,0,0
1,262,13,0,,26,0,7,0,8,3,0,0,0,0,0,0,0,0
1,6,14,0,,0,0,7,2,0,0,0,0,0,0,0,0,0,0
1,7,14,0,,7,0,7,2,0,0,0,0,0,0,0,0,0,0
1,17,14,0,,15,0,7,5,0,0,0,0,0,0,0,0,0,0
1,64,16,0,,47,0,7,2,0,0,0,0,0,0,0,0,0,0
1,261,16,0,,26,0,7,0,8,3,0,0,0,0,0,0,0,0
1,3,17,0,,34,0,7,6,0,0,0,0,0,0,0,0,0,0
1,24,17,0,,15,0,7,4,0,0,0,0,0,0,0,0,0,0
1,10,18,0,,0,0,7,2,0,0,0,0,0,0,0,0,0,0
1,11,18,0,,6,0,7,2,0,0,0,0,0,0,0,0,0,0
1,12,19,0,,55,1,7,0,0,8,0,0,0,0,0,0,0,0
1,260,19,0,,26,0,3,0,8,3,0,0,0,0,0,0,0,0
1,4,21,0,,34,0,3,5,0,0,0,0,0,0,0,0,0,0
1,19,21,0,,16,0,7,5,0,0,0,0,0,0,0,0,0,0
1,15,22,0,,0,0,7,5,0,0,0,0,0,0,0,0,0,0
1,263,22,0,,26,0,7,0,8,3,0,0,0,0,0,0,0,0
1,264,22,0,,9,0,4,0,8,3,0,0,0,0,0,0,0,0
1,5,23,0,,14,0,4,20,0,0,0,0,0,0,0,0,0,0
1,1,24,0,,33,0,7,4,0,0,0,0,0,0,0,0,0,0
1,20,25,0,,0,0,7,0,54,8,0,0,0,0,0,0,0,0
1,8,32,0,,0,0,7,0,54,8,0,0,0,0,0,0,0,0
2,13,10,0,,27,0,7,0,27,20,0,0,0,0,0,0,0,0
2,70,10,0,,27,0,7,5,0,0,0,0,0,0,0,0,0,0
2,82,10,0,,0,0,7,0,0,10,0,0,0,0,0,0,0,0
2,83,10,0,,44,0,7,0,10,10,0,0,0,0,0,0,0,0
2,48,20,0,,0,0,7,0,27,10,0,0,0,0,0,0,0,0
2,21,30,0,,0,0,7,0,54,10,0,0,0,0,0,0,0,0
3,1,0,0,,0,0,7,0,0,0,0,0,0,0,0,0,0,0
3,8,0,0,,0,0,7,0,50,8,0,0,0,0,0,0,0,0
6,12,1,0,,1,0,7,0,0,10,0,0,0,0,0,0,0,0
6,8,11,0,,1,0,7,0,20,16,0,0,0,0,0,0,0,0
6,15,12,0,,26,0,7,7,0,0,0,0,0,0,0,0,0,0
6,11,19,0,,40,0,7,6,0,0,0,0,0,0,0,0,0,0
6,7,21,0,,26,0,7,5,0,0,0,0,0,0,0,0,0,0
6,10,24,0,,40,0,7,6,0,0,0,0,0,0,0,0,0,0
6,6,25,0,,26,0,7,5,0,0,0,0,0,0,0,0,0,0
6,1,27,0,,1,0,7,5,0,0,0,0,0,0,0,0,0,0
8,1,20,1,,41,0,7,2,0,0,0,0,0,0,0,0,0,0
8,85,20,1,,22,0,7,2,0,0,0,0,0,0,0,0,0,0
8,276,20,1,,33,0,7,0,8,3,0,0,0,0,0,0,0,0
8,2,22,1,,41,0,7,2,0,0,0,0,0,0,0,0,0,0
8,9,24,1,,2,0,7,2,0,0,0,0,0,0,0,0,0,0
8,86,24,1,,12,0,7,2,0,0,0,0,0,0,0,0,0,0
8,6,25,1,,22,0,7,2,0,0,0,0,0,0,0,0,0,0
8,7,25,1,,35,0,7,2,0,0,0,0,0,0,0,0,0,0
8,65,25,1,,41,0,7,2,0,0,0,0,0,0,0,0,0,0
8,87,27,1,,2,0,7,2,0,0,0,0,0,0,0,0,0,0
8,12,29,1,,27,0,7,0,0,10,0,0,0,0,0,0,0,0
8,4,34,1,,9,0,7,2,0,0,0,0,0,0,0,0,0,0
8,46,34,1,,2,0,7,2,0,0,0,0,0,0,0,0,0,0
8,5,37,1,,9,0,7,2,0,0,0,0,0,0,0,0,0,0
8,25,37,1,,2,0,7,2,0,0,0,0,0,0,0,0,0,0
8,84,37,1,,17,0,7,2,0,0,0,0,0,0,0,0,0,0
11,276,24,1,,0,0,7,0,8,3,0,0,0,0,0,0,0,0
11,12,26,1,,17,0,7,0,0,10,0,0,0,0,0,0,0,0
11,7,28,1,,0,0,7,2,0,0,0,0,0,0,0,0,0,0
11,6,31,1,,0,0,7,2,0,0,0,0,0,0,0,0,0,0
11,2,34,1,,0,0,7,2,0,0,0,0,0,0,0,0,0,0
11,4,34,1,,9,0,7,2,0,0,0,0,0,0,0,0,0,0
11,1,37,1,,17,0,7,2,0,0,0,0,0,0,0,0,0,0
11,5,37,1,,9,0,7,2,0,0,0,0,0,0,0,0,0,0
11,25,37,1,,0,0,7,2,0,0,0,0,0,0,0,0,0,0
